"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.028970250E0,1.594142922E0,-6.861140388E-1,3.500747599E0,3.907336418E0
3.038910250E0,-1.154440111E1,8.579794943E0,1.644217161E1,2.184561936E1
3.048851250E0,-2.075285359E1,9.747449995E0,1.357769083E1,2.664671466E1
3.058792250E0,-1.934142461E1,7.684863385E0,9.271701819E-1,2.083284608E1
3.068733250E0,-8.815222557E0,1.560470415E0,-9.367069906E0,1.295705272E1
3.078674250E0,1.960383420E0,-4.548456670E0,-6.538620837E0,8.202750982E0
3.088614250E0,7.876105928E0,-6.604711915E0,7.206254166E0,1.255330089E1
3.098555250E0,8.377339779E0,-5.940916699E0,1.395100046E1,1.732353102E1
3.108496250E0,5.418646320E0,-3.514969490E0,1.116276387E1,1.289666762E1
3.118437250E0,2.699067436E0,-1.632016945E0,7.242370663E0,7.899390935E0
3.128378250E0,1.139530383E0,-1.408628165E0,3.664378421E0,4.087839529E0
3.138318250E0,-1.377348192E-2,-1.724225197E0,4.232945591E-1,1.775477548E0
3.148259250E0,-6.231605762E-1,-1.268811883E0,-3.642125380E-1,1.459747742E0
3.158200250E0,-8.215538990E-1,-4.610108542E-1,7.155234870E-1,1.182985916E0
3.168141250E0,-9.961959048E-1,-4.516681731E-2,1.731645606E0,1.998259950E0
